bomLineId,parent,child,quantity,uom,sequence,bomType,operation,scrapPercent,active
ODOO-BOMLINE-0000633,ODOO-VER-002187-003,ODOO-VER-000013-010,1,Units,34,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000634,ODOO-VER-002193-002,ODOO-VER-000013-010,1,Units,35,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000635,ODOO-VER-002166-003,ODOO-VER-000013-010,1,Units,36,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000636,ODOO-VER-002148-005,ODOO-VER-000015-031,1,Units,37,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000637,ODOO-VER-000015-032,ODOO-VER-000002-022,1,Units,38,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000638,ODOO-VER-000015-002,ODOO-VER-000006-002,1,Units,39,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000639,ODOO-VER-000015-032,ODOO-VER-000006-006,1,Units,40,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000640,ODOO-VER-000015-032,ODOO-VER-000008-005,1,Units,41,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000641,ODOO-VER-000015-032,ODOO-VER-000009-005,1,Units,42,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000642,ODOO-VER-000015-032,ODOO-VER-000010-008,1,Units,43,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000643,ODOO-VER-000015-032,ODOO-VER-000012-006,1,Units,44,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000644,ODOO-VER-002148-006,ODOO-VER-000015-032,1,Units,45,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000645,ODOO-VER-002148-007,ODOO-VER-000015-032,1,Units,46,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000646,ODOO-VER-002148-008,ODOO-VER-000015-032,1,Units,47,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000647,ODOO-VER-002197-002,ODOO-VER-000002-022,1,Units,48,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000648,ODOO-VER-002197-002,ODOO-VER-001032-007,1,Units,49,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000649,ODOO-VER-002197-002,ODOO-VER-002043-021,1,Units,50,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000650,ODOO-VER-002197-003,ODOO-VER-000002-022,1,Units,51,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000651,ODOO-VER-002197-003,ODOO-VER-001032-007,1,Units,52,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000652,ODOO-VER-002197-003,ODOO-VER-002043-021,1,Units,53,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000653,ODOO-VER-000015-002,ODOO-VER-000008-002,1,Units,54,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000654,ODOO-VER-000015-002,ODOO-VER-000009-002,1,Units,55,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000655,ODOO-VER-000015-002,ODOO-VER-000010-002,1,Units,56,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000656,ODOO-VER-000015-002,ODOO-VER-000012-002,1,Units,57,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000657,ODOO-VER-000014-002,ODOO-VER-000004-004,1,Units,58,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000658,ODOO-VER-000014-002,ODOO-VER-000005-002,1,Units,59,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000659,ODOO-VER-000014-002,ODOO-VER-000007-002,1,Units,60,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000660,ODOO-VER-000014-002,ODOO-VER-000011-002,2,Units,61,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000661,ODOO-VER-000014-002,ODOO-VER-000015-002,1,Units,62,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000662,ODOO-VER-003197-002,ODOO-VER-000002-022,1,Units,63,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000663,ODOO-VER-003197-002,ODOO-VER-001032-007,1,Units,64,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000664,ODOO-VER-003197-002,ODOO-VER-002043-021,1,Units,65,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000665,ODOO-VER-003197-003,ODOO-VER-000002-022,1,Units,66,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000666,ODOO-VER-003197-003,ODOO-VER-001032-007,1,Units,67,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000667,ODOO-VER-003197-003,ODOO-VER-002043-021,1,Units,68,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000668,ODOO-VER-003197-004,ODOO-VER-000002-022,1,Units,69,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000669,ODOO-VER-003197-004,ODOO-VER-001032-007,1,Units,70,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000670,ODOO-VER-003197-004,ODOO-VER-002043-021,1,Units,71,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000671,ODOO-VER-003197-005,ODOO-VER-002043-021,1,Units,72,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000672,ODOO-VER-003197-006,ODOO-VER-002043-021,1,Units,73,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000673,ODOO-VER-000015-003,ODOO-VER-000002-006,1,Units,74,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000674,ODOO-VER-000015-003,ODOO-VER-000006-003,1,Units,75,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000675,ODOO-VER-000015-003,ODOO-VER-000008-003,1,Units,76,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000676,ODOO-VER-000015-003,ODOO-VER-000009-003,1,Units,77,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000677,ODOO-VER-000015-003,ODOO-VER-000010-003,1,Units,78,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000678,ODOO-VER-000015-003,ODOO-VER-000012-003,1,Units,79,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000679,ODOO-VER-000015-004,ODOO-VER-000002-006,1,Units,80,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000680,ODOO-VER-000003-002,ODOO-VER-000013-002,1,Units,81,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000681,ODOO-VER-000015-004,ODOO-VER-000006-004,1,Units,82,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000682,ODOO-VER-000015-004,ODOO-VER-000008-004,1,Units,83,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000683,ODOO-VER-000015-004,ODOO-VER-000009-004,1,Units,84,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000684,ODOO-VER-000015-004,ODOO-VER-000010-004,1,Units,85,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000685,ODOO-VER-000015-004,ODOO-VER-000012-004,1,Units,86,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000686,ODOO-VER-000015-005,ODOO-VER-000002-006,1,Units,87,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000687,ODOO-VER-000015-005,ODOO-VER-000006-004,1,Units,88,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000688,ODOO-VER-000015-005,ODOO-VER-000008-004,1,Units,89,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000689,ODOO-VER-000015-005,ODOO-VER-000009-004,1,Units,90,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000690,ODOO-VER-000015-005,ODOO-VER-000010-004,1,Units,91,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000691,ODOO-VER-000015-005,ODOO-VER-000012-004,1,Units,92,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000692,ODOO-VER-000003-005,ODOO-VER-000013-003,1,Units,93,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000693,ODOO-VER-000003-006,ODOO-VER-000013-004,1,Units,94,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000694,ODOO-VER-000015-006,ODOO-VER-000002-006,1,Units,95,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000695,ODOO-VER-000015-006,ODOO-VER-000006-004,1,Units,96,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000696,ODOO-VER-000015-006,ODOO-VER-000008-005,1,Units,97,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000697,ODOO-VER-000015-006,ODOO-VER-000009-004,1,Units,98,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000698,ODOO-VER-000015-006,ODOO-VER-000010-004,1,Units,99,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000699,ODOO-VER-000015-006,ODOO-VER-000012-004,1,Units,100,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000700,ODOO-VER-000015-007,ODOO-VER-000002-006,1,Units,1,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000701,ODOO-VER-000015-007,ODOO-VER-000006-004,1,Units,2,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000702,ODOO-VER-000015-007,ODOO-VER-000008-005,1,Units,3,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000703,ODOO-VER-000003-003,ODOO-VER-000013-002,1,Units,4,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000704,ODOO-VER-000015-007,ODOO-VER-000009-004,1,Units,5,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000705,ODOO-VER-000015-007,ODOO-VER-000010-004,1,Units,6,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000706,ODOO-VER-000015-007,ODOO-VER-000012-004,1,Units,7,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000707,ODOO-VER-000015-008,ODOO-VER-000002-006,1,Units,8,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000708,ODOO-VER-000015-008,ODOO-VER-000006-004,1,Units,9,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000709,ODOO-VER-000015-008,ODOO-VER-000008-005,1,Units,10,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000710,ODOO-VER-000015-008,ODOO-VER-000009-004,1,Units,11,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000711,ODOO-VER-000015-008,ODOO-VER-000010-004,1,Units,12,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000712,ODOO-VER-000015-008,ODOO-VER-000012-004,1,Units,13,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000713,ODOO-VER-000015-009,ODOO-VER-000002-006,1,Units,14,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000714,ODOO-VER-000015-009,ODOO-VER-000006-004,1,Units,15,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000715,ODOO-VER-000015-009,ODOO-VER-000008-005,1,Units,16,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000716,ODOO-VER-000015-009,ODOO-VER-000009-004,1,Units,17,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000717,ODOO-VER-000015-009,ODOO-VER-000010-004,1,Units,18,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000718,ODOO-VER-000015-009,ODOO-VER-000012-004,1,Units,19,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000719,ODOO-VER-000015-010,ODOO-VER-000002-006,1,Units,20,normal,Assembly,0.75,TRUE
